Mouse gene name	Gene name
Adat1	ADAT1
Clhc1	CLHC1
Fggy	FGGY
Or4f4-ps1	OR4F4
Or4f17-ps1	OR4F4
Or4f4b	OR4F4
Mfge8	MFGE8
Ugt2a2	UGT2A2
Ccdc158	CCDC158
Cngb1	CNGB1
Mmgt1	MMGT1
Zc4h2	ZC4H2
Mtif2	MTIF2
Twf2	TWF2
Ppm1m	PPM1M
Dmd	DMD
Tigd2	TIGD2
Gm56305	RNU6-907P
Gm26049	RNU6-326P
Igfbp1	IGFBP1
Cdkn2b	CDKN2B
Rbpj	RBPJ
Rusc2	RUSC2
Or10c1	OR10C1
Or2w1	OR2W1
Or2w1b	OR2W1
Igfbp3	IGFBP3
Fam166b	CIMIP2B
Rny1	Y_RNA
Wdr82	WDR82
Mdh1	MDH1
Pla2g2f	PLA2G2F
Gm24920	SNORD62
Cib1	CIB1
Mrps2	MRPS2
Olfm3	OLFM3
Mirlet7g	MIRLET7G
Glyctk	GLYCTK
Rspry1	RSPRY1
Ido2	IDO2
Mettl24	METTL24
Rhog	RHOG
Fkbp9	FKBP9
Rln1	RLN2
Tex9	TEX9
Map7	MAP7
Tcim	TCIM
Rln1	RLN1
Mir135a-1	MIR135A1
Prxl2b	PRXL2B
Plgrkt	PLGRKT
Bap1	BAP1
Rrm1	RRM1
Nat8f5	NAT8
Nat8f2	NAT8
Nat8f1	NAT8
Nat8f6	NAT8
Nat8f3	NAT8
Nat8	NAT8
Nat8f4	NAT8
Nat8f7	NAT8
Gm22708	RNU6-663P
Nell2	NELL2
Extl3	EXTL3
Tprkb	TPRKB
Litaf	LITAF
Cd274	CD274
Ehd4	EHD4
Myadml2	MYADML2
Ankdd1b	ANKDD1B
Notum	NOTUM
Pla2g4d	PLA2G4D
Dpm3	DPM3
Gm54959	RNU6-388P
Gm24468	RNU6-388P
Nt5c3	NT5C3A
Pdcd1lg2	PDCD1LG2
Rxfp4	RXFP4
Grin2a	GRIN2A
Nppb	NPPB
Pla2g4e	PLA2G4E
Dnah5	DNAH5
Gm23287	RNU5E-1
Gm23143	RNU5E-1
Gm25099	RNU5E-1
Gm24871	RNU5E-1
Gm22265	RNU5E-4P
Mob3b	MOB3B
Plod1	PLOD1
Snx17	SNX17
Ifnk	IFNK
Actg1	ACTG1
C9orf72	C9orf72
Tmem249	TMEM249
St6gal1	ST6GAL1
Lactb	LACTB
1810037I17Rik	C4orf3
Fabp2	FABP2
Frmd4a	FRMD4A
Tead1	TEAD1
Ube2v2	UBE2V2
Usp53	USP53
Rps27l	RPS27L
Rp9	RP9
Emp2	EMP2
Mex3b	MEX3B
Gm22155	RNU1-77P
Mir876	MIR876
Mir873b	MIR873
Saxo2	SAXO2
Lingo2	LINGO2
Garin1a	GARIN1A
Zfp319	ZNF319
Zfp688	ZNF688
Zbtb34	ZBTB34
Lratd2	LRATD2
Zfp513	ZNF513
S1pr3	S1PR3
Miip	MIIP
Rfc1	RFC1
Shc3	SHC3
Cenpn	CENPN
Ppm1g	PPM1G
Ago2	AGO2
Lhfpl3	LHFPL3
Cttn	CTTN
Klf15	KLF15
Rps17	RPS17
Ercc8	ERCC8
Ipmk	IPMK
Il20ra	IL20RA
Cks2	CKS2
Cfap100	CFAP100
Cisd1	CISD1
Alg2	ALG2
Tnfrsf8	TNFRSF8
Slc25a40	SLC25A40
Ldhb	LDHB
Sec61b	SEC61B
Nrbp1	NRBP1
Gata3	GATA3
Efl1	EFL1
Gnl1	GNL1
Zxdc	ZXDC
Dbf4	DBF4
Ticrr	TICRR
Gm25416	RNU6-777P
Hk1	HK1
Mir151	MIR151A
Cnep1r1	CNEP1R1
Rbbp4	RBBP4
Uroc1	UROC1
Manea	MANEA
Col25a1	COL25A1
Zfp78	ZNF705D
Nt5e	NT5E
Kera	KERA
Fgf20	FGF20
Rab3ip	RAB3IP
Micu3	MICU3
Fam181b	FAM181B
Kif7	KIF7
Sri	SRI
BC048671	C3orf22
Prcp	PRCP
P4hb	P4HB
Nrros	NRROS
Krtcap3	KRTCAP3
Itpripl2	ITPRIPL2
Prdm9	PRDM7
Gm24430	RNU6-646P
Pak2	PAK2
Cthrc1	CTHRC1
Nmbr	NMBR
Or13c3	OR13C3
Pgbd1	PGBD1
Or13d1	OR13D1
Plekhg4	PLEKHG4
Gm24787	SNORA70
Gm25176	RNU4-89P
Gm25412	RNU6-42P
Nrm	NRM
Cep19	CEP19
Rasgef1b	RASGEF1B
Fanci	FANCI
Fndc4	FNDC4
Cadm2	CADM2
Ptk2	PTK2
Apba1	APBA1
Cartpt	CARTPT
Steap4	STEAP4
Tubg1	TUBG1
Ift172	IFT172
Hsd17b4	HSD17B4
Ccr10	CCR10
Btn1a1	BTN1A1
Ptar1	PTAR1
Cntnap1	CNTNAP1
Adam22	ADAM22
Ak9	AK9
Sync	SYNC
Slc44a1	SLC44A1
Arap2	ARAP2
C77080	KIAA1522
Gm24357	
Copb2	COPB2
Ezh1	EZH1
S100pbp	S100PBP
Taar1	TAAR1
Tiam2	TIAM2
Gnptg	GNPTG
Lrig3	LRIG3
Hpca	HPCA
Tmem54	TMEM54
Qars	QARS1
Ddias	DDIAS
Ufc1	UFC1
Ambn	AMBN
Zfp385a	ZNF385A
Ppox	PPOX
Ptpa	PTPA
Acsm2	ACSM2B
Rab30	RAB30
Grsf1	GRSF1
Ramp2	RAMP2
Vps25	VPS25
B4galt3	B4GALT3
Rfx4	RFX4
Tlcd3a	TLCD3A
Scgb1c1	SCGB1C1
Clnk	CLNK
Sirt3	SIRT3
Foxp3	FOXP3
Gemin4	GEMIN4
Acsm3	ACSM3
Adamts4	ADAMTS4
Mrm3	MRM3
Fcer1g	FCER1G
Zmynd11	ZMYND11
Rffl	RFFL
Apoa2	APOA2
Nlrp6	NLRP6
Zscan12	ZSCAN12
Orm2	ORM1
Orm1	ORM1
Orm3	ORM1
Mei4	MEI4
Ankrd17	ANKRD17
Tmem181a	TMEM181
Pgghg	PGGHG
Orm2	ORM2
Orm1	ORM2
Orm3	ORM2
Gpr6	GPR6
Tomm40l	TOMM40L
Ufl1	UFL1
Fhl5	FHL5
Akna	AKNA
Serac1	SERAC1
Thumpd1	THUMPD1
Tpcn1	TPCN1
Ifitm5	IFITM5
B4galnt4	B4GALNT4
Rexo5	REXO5
Gm55921	RNU6-840P
Vaultrc5	Vault
Fndc8	FNDC8
Nle1	NLE1
Pkp3	PKP3
Nifk	NIFK
Pgk1	PGK1
Nr1i3	NR1I3
Whrn	WHRN
Tsn	TSN
Sigirr	SIGIRR
Rhox13	RHOXF1
Gtf2h5	GTF2H5
Kcnq5	KCNQ5
Zbtb33	ZBTB33
Tmem255a	TMEM255A
Acvr2a	ACVR2A
Unc45b	UNC45B
Dennd1a	DENND1A
Acsm1	ACSM1
Ano9	ANO9
Retreg1	RETREG1
Pin4	PIN4
Rpp21	RPP21
Rhov	RHOV
Vps18	VPS18
Abat	ABAT
Ercc6l	ERCC6L
P2ry2	P2RY2
Tor1b	TOR1B
Dll4	DLL4
Rps4x	RPS4X
Tnpo1	TNPO1
Tor1a	TOR1A
H2bc9	H2BC14
Orc4	ORC4
P2ry6	P2RY6
Ly86	LY86
Selplg	SELPLG
Sspn	SSPN
Chac1	CHAC1
BC005624	C9orf78
Cited1	CITED1
Gsap	GSAP
Coro1c	CORO1C
Slfn5	SLFN5
Usp20	USP20
Maml3	MAML3
Ino80	INO80
Zcchc4	ZCCHC4
Huwe1	HUWE1
Kansl1	KANSL1
Ifitm1	IFITM1
Ifitm3	IFITM1
Ifitm2	IFITM1
Ifitm7	IFITM1
Ints12	INTS12
Scn3b	SCN3B
Mbd5	MBD5
Ptpn12	PTPN12
Gsn	GSN
Zfp202	ZNF202
Wsb2	WSB2
Herc6	HERC6
Tmem186	TMEM186
Carhsp1	CARHSP1
Rcn2	RCN2
Arhgap18	ARHGAP18
Defb22	DEFB134
Gm11837	C8orf88
Pip4p2	PIP4P2
Pde3a	PDE3A
Gm25207	RNU6-1292P
Tmem126b	TMEM126B
Enoph1	ENOPH1
Pde10a	PDE10A
Otud6b	OTUD6B
Tspan3	TSPAN3
Mrfap1	MRFAP1
Med13l	MED13L
Lrrc69	LRRC69
Cenpe	CENPE
Slc26a7	SLC26A7
Sra1	SRA1
Tmem126a	TMEM126A
Pstpip1	PSTPIP1
Mrpl28	MRPL28
Tcf7l2	TCF7L2
Or6b1	OR6B1
Ccdc89	CCDC89
Ferd3l	FERD3L
Cyren	CYREN
Ifitm1	IFITM3
Ifitm3	IFITM3
Ifitm2	IFITM3
Ifitm7	IFITM3
H2-Eb2	HLA-DRB5
Jade2	JADE2
Gm55659	RNU6-126P
Vps53	VPS53
Mall	MALL
Kctd14	KCTD14
Tmem140	TMEM140
Pgap6	PGAP6
Wdr91	WDR91
Thrsp	THRSP
Ndufc2	NDUFC2
Wdr55	WDR55
Lamb2	LAMB2
Rrp8	RRP8
Nphp1	NPHP1
Or2y16	OR2Y1
Or2y1c	OR2Y1
Or2y1d	OR2Y1
Or2y1g	OR2Y1
Or2y17	OR2Y1
Or2y1f	OR2Y1
Or2y1e	OR2Y1
Or2y15	OR2Y1
Or2y10	OR2Y1
Or2y1	OR2Y1
Or2y11	OR2Y1
Or2y1b	OR2Y1
Or2y8	OR2Y1
Or2y14	OR2Y1
Or2y12	OR2Y1
Or2y13	OR2Y1
Or2y6	OR2Y1
Gpr151	GPR151
Pcdhga1	PCDHGA1
Lyar	LYAR
Nme4	NME4
Pcdhga2	PCDHGA2
Ilk	ILK
Pcdhga3	PCDHGA3
Helt	HELT
Pcdhgb1	PCDHGB1
Pcdhga4	PCDHGA4
Mepe	MEPE
Pcdhgb2	PCDHGB2
Pcdhga5	PCDHGA5
Gpm6a	GPM6A
Ccdc71	CCDC71
Klrh1	KLRC1
Klre1	KLRC1
Clec2m	KLRC1
Klri1	KLRC1
Klri2	KLRC1
Klrc3	KLRC1
Klrc2	KLRC1
Klrc1	KLRC1
Klhdc8b	KLHDC8B
Lama2	LAMA2
Pcdhga6	PCDHGA6
Ccpg1	CCPG1
Pcdhga7	PCDHGA7
BC048562	C3orf84
Pcdhgb4	PCDHGB4
Pcdhga8	PCDHGA8
Clrn1	CLRN1
Or2a20	OR2A42
Or2a57	OR2A42
Or2a51	OR2A42
Or2a7	OR2A7
Pcdhga9	PCDHGA9
Pcdhga10	PCDHGA10
Pcdhgb7	PCDHGB7
Acad11	ACAD11
Pcdhga11	PCDHGA11
Decr2	DECR2
Fubp3	FUBP3
Dnai7	DNAI7
Or2a20	OR2A1
Or2a57	OR2A1
Or2a51	OR2A1
Arhgef5	ARHGEF5
Pcdhga12	PCDHGA12
Rab27a	RAB27A
Ptpdc1	PTPDC1
Pcdhgc3	PCDHGC3
Mcm4	MCM4
Mrpl17	MRPL17
Dchs1	DCHS1
Mtmr1	MTMR1
Ackr4	ACKR4
Lsm6	LSM6
Pcdhgc4	PCDHGC4
Nobox	NOBOX
Tle7	TLE7
Mirlet7a-1	MIRLET7A1
Mirlet7d	MIRLET7D
Dab2ip	DAB2IP
Myo6	MYO6
Or2a5	OR2A5
Or2a25	OR2A25
Slc10a7	SLC10A7
Alg8	ALG8
Or2a12	OR2A12
Pcdhgc5	PCDHGC5
Or2a14	OR2A14
Or2a54	OR2A14
Or2a56	OR2A14
Tmem40	TMEM40
Rbm33	RBM33
Phf24	PHF24
Hdac3	HDAC3
Gm13420	PRRT1B
Pakap	PALM2AKAP2
Golga2	GOLGA8Q
Pcp4l1	PCP4L1
Cfap126	CFAP126
Chst4	CHST4
Fam98b	FAM98B
Gja5	GJA5
Lrrc32	LRRC32
Etfrf1	ETFRF1
Tat	TAT
Shh	SHH
Gja8	GJA8
Ppbp	PPBP
Gpr89	GPR89B
Rasgrp1	RASGRP1
Rnf32	RNF32
Lclat1	LCLAT1
Tsku	TSKU
Mansc4	MANSC4
Cnot6l	CNOT6L
Phlpp2	PHLPP2
Acer3	ACER3
Hmgb3	HMGB3
Rell2	RELL2
Foxn4	FOXN4
Hgfac	HGFAC
Spata31	SPATA31A7
Kctd10	KCTD10
Usp9x	USP9X
Pcdhgb5	PCDHGB5
Ahrr	AHRR
Nostrin	NOSTRIN
Dok7	DOK7
Gm47429	
Spata31	SPATA31A3
Pam	PAM
Rpl32	RPL32
Ifnab	IFNA6
Ifna9	IFNA6
Ifna2	IFNA6
Ifna13	IFNA6
Ifna5	IFNA6
Ifna14	IFNA6
Ifna7	IFNA6
Ifna1	IFNA6
Ifna15	IFNA6
Ifna11	IFNA6
Ifna16	IFNA6
Ifna4	IFNA6
Ifna6	IFNA6
Ifna12	IFNA6
Ifnab	IFNA13
Ifna9	IFNA13
Ifna2	IFNA13
Ifna13	IFNA13
Ifna5	IFNA13
Ifna14	IFNA13
Ifna7	IFNA13
Ifna1	IFNA13
Ifna15	IFNA13
Ifna11	IFNA13
Ifna16	IFNA13
Ifna4	IFNA13
Ifna6	IFNA13
Ifna12	IFNA13
Lrpap1	LRPAP1
1700001O22Rik	C9orf50
Ifnab	IFNA4
Ifna9	IFNA4
Ifna2	IFNA4
Ifna13	IFNA4
Ifna5	IFNA4
Ifna14	IFNA4
Ifna7	IFNA4
Ifna1	IFNA4
Ifna15	IFNA4
Ifna11	IFNA4
Ifna16	IFNA4
Ifna4	IFNA4
Ifna6	IFNA4
Ifna12	IFNA4
Golga2	GOLGA2
Lmbr1	LMBR1
Gm55764	RNU6-208P
Gm27991	SNORA7A
Snora7a	SNORA7A
Gm22085	RNU6-809P
Ube3b	UBE3B
Ap1g1	AP1G1
Ripk2	RIPK2
B3gnt6	B3GNT6
Gsk3b	GSK3B
Rgs12	RGS12
Capn5	CAPN5
Zfp131	ZNF131
Mfn2	MFN2
Tlr4	TLR4
Pigo	PIGO
Gm22169	RNU6-925P
Gm24491	RNU6-925P
Osgin2	OSGIN2
Decr1	DECR1
Wdsub1	WDSUB1
Gm25899	RNU4-31P
C330018D20Rik	C5orf63
Nom1	NOM1
Arhgef28	ARHGEF28
Mnx1	MNX1
Omp	OMP
Fam163b	FAM163B
Ehbp1	EHBP1
C2cd3	C2CD3
Dbh	DBH
Gck	GCK
Rab6b	RAB6B
Mdc1	MDC1
Gripap1	GRIPAP1
Nbn	NBN
Mymk	MYMK
Adamts13	ADAMTS13
Elf2	ELF2
Tbp	TBP
1700102P08Rik	C3orf62
Snord71	SNORD71
Usp4	USP4
Slc6a2	SLC6A2
Vrk2	VRK2
Ezh2	EZH2
Ager	AGER
Csn2	CSN2
Tmco2	TMCO2
Zmpste24	ZMPSTE24
Golga2	GOLGA8J
Odam	ODAM
Ccdc82	CCDC82
Dmxl1	DMXL1
Golga2	GOLGA8T
Col9a2	COL9A2
Mmab	MMAB
Ttll13	TTLL13
Calr	CALR
Rny3	RNY3
Kcnh2	KCNH2
Sppl2a	SPPL2A
Bst2	BST2
Cfap97	CFAP97
Snx25	SNX25
Tmem44	TMEM44
Jrkl	JRKL
Bnc2	BNC2
Tmem45b	TMEM45B
Clec3a	CLEC3A
Gm25899	RNU4-32P
Prdm10	PRDM10
Rsrc2	RSRC2
Tmem221	TMEM221
Ccdc146	CCDC146
Nxnl1	NXNL1
Mpz	MPZ
Rasip1	RASIP1
Ercc4	ERCC4
Wdr37	WDR37
Arl16	ARL16
Prelid2	PRELID2
Ston1	STON1
Mtfr1l	MTFR1L
Rnf157	RNF157
Abcc6	ABCC6
Madcam1	MADCAM1
Ermn	ERMN
Cyp4v3	CYP4V2
Gcnt3	GCNT3
Mccc2	MCCC2
Prkch	PRKCH
Kntc1	KNTC1
Gtf2a2	GTF2A2
Ece2	ECE2
Zfp853	ZNF853
Zfp316	ZNF316
Defb43	DEFB131A
Bsg	BSG
Smim20	SMIM20
Cers6	CERS6
Fam53a	FAM53A
Sash1	SASH1
Ubald2	UBALD2
Zfp12	ZNF12
Kdm6b	KDM6B
Marchf1	MARCHF1
Gm26203	RNU6-1209P
Cacnb2	CACNB2
Abhd11	ABHD11
Gm23932	RNU6-665P
Cebpd	CEBPD
Ube2f	UBE2F
E2f3	E2F3
Prkdc	PRKDC
Ccdc32	CCDC32
Trim7	TRIM7
Pxt1	PXT1
Rcan2	RCAN2
Aunip	AUNIP
Slc7a8	SLC7A8
Paqr7	PAQR7
Krt33b	KRT33A
Krt31	KRT33A
Krt33a	KRT33A
Rreb1	RREB1
Stmn1	STMN1
Muc3a	MUC3A
Rpusd2	RPUSD2
Trim41	TRIM41
Ppl	PPL
Knl1	KNL1
Muc17	MUC17
Fam20a	FAM20A
Pcbp4	PCBP4
Hcar2	HCAR2
Tmem53	TMEM53
Hcar2	HCAR3
Hcar1	HCAR1
Ccdc62	CCDC62
Gm54563	RN7SKP54
Rack1	RACK1
Trim56	TRIM56
St14	ST14
Armh1	ARMH1
Grin2d	GRIN2D
Hoxa1	HOXA1
Fam83e	FAM83E
Hoxa2	HOXA2
Tbxa2r	TBXA2R
Sec14l5	SEC14L5
Arsg	ARSG
Hip1r	HIP1R
Pkm	PKM
Neurog2	NEUROG2
Cactin	CACTIN
Hoxa5	HOXA5
Alg1	ALG1
Ccn6	CCN6
Hoxa6	HOXA6
Hoxa7	HOXA7
Gpx2	GPX2
Kif2c	KIF2C
Clp1	CLP1
Hoxa9	HOXA9
Calm1	CALM1
Amz2	AMZ2
Akip1	AKIP1
Mir196b	MIR196B
Hoxa11	HOXA11
Bicd2	BICD2
Pip5k1c	PIP5K1C
Ccdc78	CCDC78
Gm56036	
Gm56037	
Hoxa13	HOXA13
Prl5a1	PRL
Prl8a8	PRL
Prl3c1	PRL
Prl7d1	PRL
Prl3a1	PRL
Prl8a1	PRL
Prl6a1	PRL
Prl2a1	PRL
Prl2c5	PRL
Prl3d2	PRL
Prl3d1	PRL
Prl7b1	PRL
Prl8a2	PRL
Prl2c2	PRL
Prl7a2	PRL
Prl2c3	PRL
Prl8a9	PRL
Prl3d3	PRL
Prl7a1	PRL
Prl4a1	PRL
Prl7c1	PRL
Prl8a6	PRL
Prl	PRL
Prl2c1	PRL
Prl3b1	PRL
Prl2b1	PRL
Pou5f1	POU5F1
Evx1	EVX1
Vps37b	VPS37B
Larp7	LARP7
Larp7-ps	LARP7
Nsun5	NSUN5
Tusc3	TUSC3
Eapp	EAPP
Diras2	DIRAS2
Ankrd33	ANKRD33
Hnrnpc	HNRNPC
Tdrd7	TDRD7
BC051019	C11orf16
Acvr1b	ACVR1B
Anp32b	ANP32B
Caskin2	CASKIN2
Trim50	TRIM50
Akap8	AKAP8
Gm24629	Y_RNA
Lcorl	LCORL
Nans	NANS
Tmem9b	TMEM9B
Ern2	ERN2
Trim14	TRIM14
Sod3	SOD3
Ect2	ECT2
Ccdc149	CCDC149
Fkbp6	FKBP6
Rps8	RPS8
Gm54487	Metazoa_SRP
Gm22642	Metazoa_SRP
Gm25072	Metazoa_SRP
Gm24576	Metazoa_SRP
Gm25735	Metazoa_SRP
Gm24809	Metazoa_SRP
Gm55356	Metazoa_SRP
Coro2a	CORO2A
Snord55	SNORD55
Gm26330	SNORD46
Tbc1d2	TBC1D2
Snord38a	SNORD38A
Gm22980	SNORD38B
Tamalin	TAMALIN
Tsen54	TSEN54
Scube2	SCUBE2
Scarb2	SCARB2
Dync1i2	DYNC1I2
Plk3	PLK3
Gramd1a	GRAMD1A
Snord96a	SNORD96A
Ighv2-6-8	IGHV4OR15-8
Ighv3-5	IGHV4OR15-8
Ighv2-4	IGHV4OR15-8
Ighv2-9	IGHV4OR15-8
Ighv2-3	IGHV4OR15-8
Ighv3-4	IGHV4OR15-8
Ighv2-2	IGHV4OR15-8
Ighv3-6	IGHV4OR15-8
Ighv3-3	IGHV4OR15-8
Ighv2-7	IGHV4OR15-8
Ighv3-1	IGHV4OR15-8
Ighv3-8	IGHV4OR15-8
Ighv12-3	IGHV4OR15-8
Ighv2-6	IGHV4OR15-8
Ighv2-9-1	IGHV4OR15-8
Ighv2-5	IGHV4OR15-8
Trim52	TRIM52
Odf3l1	CIMAP1C
Tifab	TIFAB
Pdcd6	PDCD6
Nr4a1	NR4A1
Gm23041	RNU6-1080P
Chp2	CHP2
Pip5k1b	PIP5K1B
Ube2q2	UBE2Q2
Ptch2	PTCH2
Sema3d	SEMA3D
Llgl2	LLGL2
Prkcb	PRKCB
Zfp703	ZNF703
Erlin2	ERLIN2
Eif2b3	EIF2B3
Castor2	CASTOR2
Rcc1l	RCC1L
Dennd5a	DENND5A
Fgfr4	FGFR4
Rfx2	RFX2
Pabir1	PABIR1
Fbxo22	FBXO22
Hectd3	HECTD3
Stab2	STAB2
Gm54636	
Spata31d1c	SPATA31D4
Spata31d1d	SPATA31D4
Spata31d1a	SPATA31D4
Spata31d1b	SPATA31D4
Cacng3	CACNG3
Spata31d1c	SPATA31D3
Spata31d1d	SPATA31D3
Spata31d1a	SPATA31D3
Spata31d1b	SPATA31D3
Spata31d1c	SPATA31D1
Spata31d1d	SPATA31D1
Spata31d1a	SPATA31D1
Spata31d1b	SPATA31D1
Rbbp6	RBBP6
Gm23056	RNU6-156P
Cfi	CFI
Gm42517	TMEM271
Urod	UROD
Fzd9	FZD9
Pde6b	PDE6B
Rbak	RBAK
Fnbp1	FNBP1
Kif5a	KIF5A
Nrg4	NRG4
Abcb5	ABCB5
Plpbp	PLPBP
Mllt1	MLLT1
Rdh5	RDH5
Acer1	ACER1
Cd63	CD63
Clpp	CLPP
Rhot1	RHOT1
Alkbh7	ALKBH7
Adgra2	ADGRA2
Hapstr1	HAPSTR1
Mia2	MIA2
Etfa	ETFA
Xrn1	XRN1
Gtf2f1	GTF2F1
Atp5me	ATP5ME
Nol9	NOL9
Pmm2	PMM2
Ttc39b	TTC39B
Slc49a3	SLC49A3
Tas1r1	TAS1R1
Brf2	BRF2
Atp6v0e2	ATP6V0E2
Wdr45	WDR45
Zbtb48	ZBTB48
Rab24	RAB24
Rab11fip1	RAB11FIP1
Tax1bp1	TAX1BP1
Slc25a41	SLC25A41
Cplx1	CPLX1
Lrrc8c	LRRC8C
Tmem41b	TMEM41B
Nudt21	NUDT21
Slc25a23	SLC25A23
Epha8	EPHA8
Prelid1	PRELID1
Heatr1	HEATR1
Nsun6	NSUN6
Or13c7c	OR13C7
Or13c7b	OR13C7
Bbs2	BBS2
Got1l1	GOT1L1
Insl6	INSL6
Ipo7	IPO7
Rassf6	RASSF6
Rgs3	RGS3
Arl5b	ARL5B
Adrb3	ADRB3
Eif4ebp1	EIF4EBP1
Pcdh15	PCDH15
Star	STAR
Rgs14	RGS14
Snora23	SNORA23
Cd5	CD5
Lsm1	LSM1
Vps37c	VPS37C
Popdc2	POPDC2
Brd9	BRD9
Evc	EVC
Bag4	BAG4
Cox17	COX17
Ddhd2	DDHD2
Spring1	SPRING1
Gm25867	RNU6-424P
Cacna2d2	CACNA2D2
Stx12	STX12
Hrk	HRK
Mta3	MTA3
Or2f1b	OR2F2
Or2f2	OR2F2
Or2f1	OR2F2
Grm3	GRM3
Or6c70	OR6C70
Or6c217	OR6C70
Or6c68	OR6C68
Gm23341	RNU6-1245P
Scnn1a	SCNN1A
Ppp1r8	PPP1R8
Dtx2	DTX2
Tlr1	TLR1
Smoc2	SMOC2
Rhag	RHAG
Tlr6	TLR6
Fam114a1	FAM114A1
Trip13	TRIP13
Themis2	THEMIS2
Gtf2e2	GTF2E2
Ddb1	DDB1
Rpa2	RPA2
Ltbr	LTBR
Gm50452	SNORD79
Nkd2	NKD2
Chrna2	CHRNA2
Irf2	IRF2
Cnpy3	CNPY3
Gpx6	GPX6
Klhdc3	KLHDC3
Slc12a7	SLC12A7
Mfap2	MFAP2
Tapbpl	TAPBPL
Ezr	EZR
Ephx2	EPHX2
Stat5a	STAT5A
Esr1	ESR1
Golga2	GOLGA8S
Cd9	CD9
Uqcrq	UQCRQ
Atp13a2	ATP13A2
Cideb	CIDEB
Tnpo3	TNPO3
Leap2	LEAP2
Golga2	GOLGA8A
Cdx1	CDX1
Abhd4	ABHD4
Fbxl17	FBXL17
Idh1	IDH1
Gpr135	GPR135
Gng2	GNG2
Arl15	ARL15
Dhx29	DHX29
Plagl1	PLAGL1
Gm56405	Metazoa_SRP
Gm56028	Metazoa_SRP
Gm54720	Metazoa_SRP
Gm27956	Metazoa_SRP
Gm56145	Metazoa_SRP
Gm55425	Metazoa_SRP
Gm56242	Metazoa_SRP
Gm25574	Metazoa_SRP
Gm55459	Metazoa_SRP
Nop10	NOP10
Eml5	EML5
Dapk2	DAPK2
Mab21l2	MAB21L2
Rab14	RAB14
Akap8l	AKAP8L
Lrba	LRBA
Or4n4b	OR4N4
Or4n4	OR4N4
Or4n4b	OR4N4C
Or4n4	OR4N4C
Rimoc1	RIMOC1
Or4m1	OR4M2B
Pak6	PAK6
Padi2	PADI2
Reep2	REEP2
Sptan1	SPTAN1
Atp5f1b	ATP5F1B
Med20	MED20
Atxn1l	ATXN1L
Tnrc18	TNRC18
Eipr1	EIPR1
Padi1	PADI1
Ist1	IST1
Nhsl1	NHSL1
Kctd11	KCTD11
Smg8	SMG8
Snord59a	SNORD59A
Padi3	PADI3
Ptges3	PTGES3
Smim5	SMIM5
Clk4	CLK4
Fam161b	FAM161B
Rnf227	RNF227
Or4d2b	OR4D2
Or4d2	OR4D2
9130008F23Rik	C6orf141
Clu	CLU
Septin9	SEPTIN9
H2bc4	H2BC8
H2bc24	H2BC13
H2bc22	H2BC13
H2bc13	H2BC13
H2bc11	H2BC13
H2bc12	H2BC13
H2bc15	H2BC13
H2bc23	H2BC13
H2bc7	H2BC13
Gm25789	SNORD81
Gm25802	SNORD81
Coq6	COQ6
Ccn1	CCN1
H4c18	H4C5
H4c4	H4C5
Taar5	TAAR5
H2bc14	H2BC5
Myct1	MYCT1
Hus1b	HUS1B
Treml1	TREML1
Zcwpw1	ZCWPW1
Hhipl2	HHIPL2
Myo3b	MYO3B
Usp49	USP49
Arih2	ARIH2
Taf1a	TAF1A
Ly6g6d	LY6G6D
Cul7	CUL7
Pif1	PIF1
Tcaf2	TCAF2
Hsd17b6	HSD17B6
Adgrf4	ADGRF4
Sdha	SDHA
Mia3	MIA3
Umad1	UMAD1
Yju2b	YJU2B
Slc13a4	SLC13A4
Naca	NACA
Scara3	SCARA3
Plekho2	PLEKHO2
Mri1	MRI1
Zkscan3	ZKSCAN4
Zkscan4	ZKSCAN4
Entpd5	ENTPD5
Gm56276	RNU6-1086P
Nkapl	NKAPL
Gm23887	RNU2-62P
H2bc21	H2BC11
Ccdc25	CCDC25
Prss16	PRSS16
Ankdd1a	ANKDD1A
Hyal5	SPAM1
Spam1	SPAM1
D8Ertd738e	C19orf53
Ccnjl	CCNJL
Cc2d1a	CC2D1A
Hoxa3	HOXA3
Aida	AIDA
Hspa4	HSPA4
Amz1	AMZ1
Bbof1	BBOF1
Brox	BROX
Golga2	GOLGA8K
Zfp821	ZNF821
Anapc13	ANAPC13
Il13	IL13
Aldh6a1	ALDH6A1
Zfp457	ZNF736
Zfp953	ZNF736
Zfp595	ZNF736
Zfp738	ZNF736
Bdp1	BDP1
Amotl2	AMOTL2
Pom121l2	POM121L2
Rgma	RGMA
Cfap36	CFAP36
Gm22733	RNU6-471P
Esco2	ESCO2
Taf8	TAF8
Repin1	REPIN1
Acsbg2	ACSBG2
Tlr5	TLR5
Tkfc	TKFC
Vsx2	VSX2
Ermap	ERMAP
Zfp719	ZNF775
Zfp386	ZNF775
Zfp141	ZNF775
B020011L13Rik	ZNF775
Abcd4	ABCD4
Bnip2	BNIP2
Gimap8	GIMAP8
Fer	FER
Neurod6	NEUROD6
Gm24875	RNU6-1276P
Pbk	PBK
Slc41a3	SLC41A3
Ppp1r17	PPP1R17
Snca	SNCA
Mfsd5	MFSD5
Espl1	ESPL1
Gm23245	SNORA22C
Lvrn	LVRN
Snora15	SNORA15B-1
Gm26049	RNU6-1085P
